time_trame,gyro_x_1,gyro_y_1,gyro_z_1,gyro_x_2,gyro_y_2,gyro_z_2,gyro_x_3,gyro_y_3,gyro_z_3,gyro_x_4,gyro_y_4,gyro_z_4,gyro_x_5,gyro_y_5,gyro_z_5,gyro_x_6,gyro_y_6,gyro_z_6,gyro_x_7,gyro_y_7,gyro_z_7,gyro_x_8,gyro_y_8,gyro_z_8,gyro_x_9,gyro_y_9,gyro_z_9,gyro_x_10,gyro_y_10,gyro_z_10,gyro_x_11,gyro_y_11,gyro_z_11,gyro_x_12,gyro_y_12,gyro_z_12,gyro_x_13,gyro_y_13,gyro_z_13,gyro_x_14,gyro_y_14,gyro_z_14,gyro_x_15,gyro_y_15,gyro_z_15,gyro_x_16,gyro_y_16,gyro_z_16,gyro_x_17,gyro_y_17,gyro_z_17,gyro_x_18,gyro_y_18,gyro_z_18,gyro_x_19,gyro_y_19,gyro_z_19,gyro_x_20,gyro_y_20,gyro_z_20
1728658356000,-17.92,-53.76,0,-17.92,-53.76,0,-17.92,-71.68,0,-17.92,-71.68,0,-17.92,-71.68,0,-17.92,-89.6,0,-17.92,-89.6,-17.92,-17.92,-89.6,-17.92,-17.92,-89.6,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,-17.92,-71.68,-17.92,0,-53.76,-17.92,0,-53.76,-17.92,0,-53.76,-17.92,0,-35.84,-17.92
1728658357000,0,-35.84,-17.92,17.92,-17.92,-17.92,17.92,-17.92,-17.92,17.92,-17.92,-17.92,17.92,-17.92,0,17.92,-17.92,0,17.92,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,35.84,0,17.92,35.84,0,17.92,53.76,0,17.92,53.76,17.92
1728658358000,17.92,53.76,17.92,17.92,53.76,17.92,17.92,53.76,17.92,35.84,71.68,17.92,17.92,89.6,17.92,0,107.52,35.84,0,125.44,35.84,0,125.44,17.92,17.92,125.44,17.92,17.92,125.44,17.92,17.92,107.52,17.92,17.92,89.6,0,35.84,89.6,0,53.76,71.68,0,35.84,53.76,0,35.84,53.76,0,17.92,35.84,0,17.92,35.84,0,17.92,17.92,0,17.92,17.92,0
1728658359000,0,0,0,-17.92,0,0,-17.92,-17.92,0,-17.92,-35.84,0,-17.92,-53.76,0,-35.84,-53.76,0,-35.84,-71.68,0,-35.84,-89.6,-17.92,-35.84,-89.6,-17.92,-53.76,-107.52,-17.92,-35.84,-107.52,-17.92,-35.84,-125.44,-35.84,-17.92,-125.44,-35.84,-17.92,-125.44,-35.84,0,-125.44,-53.76,0,-125.44,-53.76,0,-107.52,-53.76,0,-89.6,-53.76,0,-71.68,-35.84,0,-71.68,-35.84
1728658360000,0,-53.76,-35.84,0,-53.76,-35.84,0,-35.84,-17.92,0,-35.84,-17.92,-17.92,-17.92,-17.92,-17.92,-17.92,0,-17.92,-17.92,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,17.92,-17.92,0,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0
1728658361000,17.92,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,-17.92,35.84,0,-17.92,53.76,0,-17.92,53.76,0,-17.92,71.68,0,-17.92
1728658362000,53.76,0,-17.92,53.76,-17.92,-17.92,53.76,-17.92,-35.84,53.76,-17.92,-35.84,53.76,-17.92,-35.84,35.84,-17.92,-35.84,53.76,-17.92,-35.84,53.76,0,-35.84,71.68,0,-17.92,71.68,0,-17.92,71.68,-17.92,-17.92,71.68,-17.92,-17.92,89.6,-17.92,-17.92,89.6,0,-17.92,89.6,-17.92,-17.92,107.52,-17.92,-17.92,107.52,0,-17.92,107.52,0,-35.84,107.52,0,-35.84,107.52,17.92,-35.84
1728658363000,89.6,17.92,-35.84,89.6,17.92,-35.84,89.6,17.92,-35.84,89.6,0,-17.92,71.68,0,-17.92,71.68,0,-17.92,71.68,0,-17.92,53.76,-17.92,-17.92,35.84,-17.92,-17.92,17.92,-17.92,0,17.92,-17.92,0,35.84,0,-17.92,35.84,17.92,-17.92,17.92,17.92,-17.92,35.84,17.92,-17.92,17.92,17.92,-17.92,17.92,17.92,-17.92,17.92,17.92,-17.92,0,0,0,0,0,0
1728658364000,-17.92,0,0,0,-17.92,0,-17.92,-17.92,-17.92,-17.92,-17.92,0,-17.92,-35.84,17.92,0,-17.92,0,-17.92,-17.92,0,0,0,17.92,0,0,0,17.92,-17.92,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,17.92,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,-17.92,-17.92,17.92,-35.84,-17.92,53.76,-35.84,-17.92
1728658365000,17.92,0,0,0,35.84,-17.92,0,35.84,0,0,35.84,0,0,35.84,0,-17.92,17.92,0,-17.92,17.92,0,-17.92,0,0,-17.92,0,0,0,-17.92,0,0,-35.84,0,0,-35.84,0,0,-71.68,17.92,0,-71.68,17.92,0,-53.76,17.92,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,35.84,17.92,17.92,35.84,17.92,0
1728658366000,53.76,35.84,0,53.76,35.84,-17.92,53.76,17.92,-17.92,53.76,17.92,-17.92,35.84,17.92,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,17.92,-17.92,0,0,0,0,0,0,-17.92,0,0,-17.92,17.92,17.92,0,17.92,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0
1728658367000,0,17.92,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,-17.92,0,0,-17.92,0,17.92,-17.92,0,0,0,0,-17.92,0,0,0,0,0,17.92,0,0,17.92,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,17.92,-17.92,53.76,17.92,-17.92,53.76,17.92,-17.92,53.76,17.92,-17.92,53.76,0,-17.92
1728658368000,53.76,0,-17.92,53.76,0,-17.92,53.76,0,-17.92,53.76,0,-35.84,35.84,0,-35.84,17.92,0,0,0,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,17.92,0,17.92,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92
1728658369000,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658370000,0,0,0,0,0,0,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658371000,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,17.92,-17.92,0,17.92,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,17.92,0,-17.92,0,0,0,17.92,0,0,17.92,0,0,17.92,0,17.92,17.92,0,17.92,17.92,0,0,17.92,0,17.92,17.92,0,0,17.92,0
1728658372000,0,17.92,0,-17.92,0,0,-17.92,0,0,-17.92,0,17.92,-17.92,-17.92,0,-17.92,-17.92,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,-17.92,-17.92,0,-17.92,-17.92,0,-17.92,0,0,-17.92,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658373000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,17.92,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0
1728658375000,0,0,0,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0
1728658376000,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658377000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0
1728658378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0
1728658380000,0,-17.92,0,17.92,-17.92,0,17.92,-17.92,0,17.92,0,-17.92,17.92,-17.92,0,17.92,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,53.76,0,-17.92,35.84,0,-17.92,35.84,0,0,35.84,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0
1728658381000,-17.92,17.92,0,-17.92,0,0,0,17.92,0,0,17.92,-17.92,17.92,17.92,0,0,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,-17.92,17.92,0,-17.92
1728658382000,17.92,0,0,17.92,0,0,35.84,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-35.84,0,0,-35.84,0,0,-35.84,0,0,-35.84,0,0,-35.84,0,0,-17.92,17.92,0,-17.92,0,0,-17.92,0,0
1728658383000,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,17.92,-17.92,0,0,0,0,0,-17.92,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0
1728658384000,0,0,0,0,0,0,0,0,0,-17.92,0,17.92,-17.92,0,17.92,0,0,17.92,-17.92,0,17.92,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0
1728658386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658387000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658389000,0,0,0,17.92,0,0,17.92,0,-17.92,0,0,0,0,0,0,-17.92,0,0,-17.92,0,17.92,-17.92,0,17.92,-17.92,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,0
1728658391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,0,0,-17.92,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658392000,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658394000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728658397000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0,17.92,0,0
1728658398000,0,0,0,0,0,0,0,0,0,17.92,0,0,17.92,0,0,17.92,0,0,35.84,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,53.76,0,-17.92,53.76,0,-35.84,53.76,0,-35.84,53.76,0,-35.84,53.76,0,-35.84,35.84,0,-35.84,53.76,0,-35.84,53.76,-17.92,-35.84,53.76,-17.92,-17.92,53.76,-17.92,-17.92
1728658399000,71.68,-17.92,0,53.76,-17.92,-17.92,53.76,0,0,35.84,0,0,35.84,17.92,-17.92,17.92,17.92,-17.92,17.92,17.92,-17.92,17.92,17.92,-17.92,35.84,17.92,-17.92,35.84,17.92,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,-17.92,0,35.84,-35.84,-17.92,17.92,-17.92,-17.92,53.76,-17.92,-17.92,35.84,-17.92,-35.84,53.76,-17.92,-17.92,35.84,0,-35.84
1728658400000,35.84,0,-35.84,17.92,17.92,-17.92,17.92,17.92,-17.92,0,17.92,0,0,17.92,0,0,0,0,-17.92,0,0,-17.92,0,0,-35.84,-17.92,0,-17.92,-17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0,-17.92,17.92,0,-17.92,17.92
1728658401000,17.92,-35.84,17.92,0,-17.92,0,0,0,0,17.92,17.92,0,0,17.92,-17.92,0,17.92,0,0,35.84,0,0,35.84,0,-17.92,35.84,0,-17.92,35.84,17.92,-35.84,35.84,17.92,-35.84,35.84,17.92,-53.76,17.92,35.84,-71.68,17.92,35.84,-89.6,17.92,35.84,-89.6,35.84,17.92,-89.6,53.76,17.92,-89.6,35.84,35.84,-107.52,35.84,35.84,-107.52,35.84,35.84
1728658402000,-107.52,35.84,35.84,-89.6,35.84,35.84,-89.6,35.84,35.84,-71.68,35.84,35.84,-71.68,35.84,35.84,-71.68,35.84,35.84,-53.76,17.92,35.84,-35.84,17.92,35.84,-35.84,17.92,35.84,-35.84,17.92,53.76,-35.84,17.92,53.76,-17.92,17.92,35.84,-17.92,0,35.84,0,0,35.84,0,-17.92,35.84,17.92,-17.92,35.84,17.92,-35.84,17.92,17.92,-35.84,17.92,17.92,-17.92,17.92,17.92,-17.92,17.92
1728658403000,0,0,17.92,0,0,17.92,-17.92,0,17.92,-17.92,0,17.92,-17.92,0,17.92,-35.84,0,17.92,-35.84,0,17.92,-17.92,0,17.92,-35.84,0,0,-17.92,17.92,0,0,35.84,-17.92,17.92,53.76,-35.84,17.92,53.76,-35.84,0,53.76,-35.84,0,71.68,-35.84,0,53.76,-17.92,0,35.84,-17.92,0,17.92,-17.92,0,0,0,17.92,0,0
1728658404000,35.84,17.92,0,35.84,0,0,17.92,0,0,0,0,17.92,0,0,35.84,-17.92,-17.92,35.84,-17.92,-17.92,35.84,0,-17.92,35.84,0,-17.92,35.84,-17.92,-17.92,35.84,-17.92,-17.92,17.92,0,-17.92,0,17.92,-17.92,-17.92,35.84,-17.92,-17.92,35.84,-17.92,-17.92,53.76,-17.92,-17.92,53.76,-17.92,-17.92,53.76,-35.84,-17.92,53.76,-17.92,-17.92,53.76,-17.92,-17.92
1728658405000,53.76,0,-17.92,53.76,0,-35.84,53.76,0,-35.84,35.84,0,-35.84,17.92,0,-35.84,17.92,17.92,-17.92,17.92,0,-17.92,17.92,0,0,17.92,0,0,17.92,0,0,0,0,0,0,0,0,-17.92,0,0,-17.92,0,0,-17.92,0,0,-35.84,-17.92,17.92,-53.76,-17.92,17.92,-53.76,-17.92,17.92,-71.68,-17.92,35.84,-71.68,-17.92,35.84
1728658406000,-71.68,-17.92,17.92,-71.68,-17.92,17.92,-89.6,-17.92,17.92,-71.68,-17.92,0,-71.68,-35.84,0,-53.76,-17.92,0,-53.76,-17.92,0,-53.76,-17.92,-17.92,-35.84,0,-17.92,-17.92,0,-17.92,17.92,0,-35.84,35.84,0,-35.84,17.92,0,-17.92,17.92,17.92,-17.92,17.92,17.92,-17.92,0,17.92,0,-17.92,17.92,0,-17.92,17.92,0,-17.92,17.92,0,-35.84,17.92,0
1728658407000,-35.84,17.92,17.92,-53.76,35.84,17.92,-71.68,35.84,17.92,-71.68,35.84,17.92,-71.68,35.84,35.84,-71.68,35.84,35.84,-71.68,35.84,35.84,-53.76,35.84,35.84,-17.92,35.84,35.84,0,35.84,35.84,17.92,35.84,35.84,35.84,35.84,17.92,53.76,35.84,17.92,71.68,35.84,0,107.52,35.84,0,161.28,35.84,-17.92,250.88,53.76,-35.84,358.4,53.76,-89.6,465.92,-17.92,-107.52,519.68,17.92,-179.2
1728658408000,268.8,-53.76,-107.52,250.88,-53.76,0,-232.96,53.76,71.68,286.72,358.4,-179.2,89.6,71.68,-89.6,107.52,17.92,-89.6,89.6,53.76,-53.76,71.68,-17.92,-17.92,53.76,-17.92,0,0,0,35.84,0,17.92,17.92,0,0,17.92,-17.92,0,17.92,-17.92,0,0,-35.84,0,17.92,0,35.84,17.92,-17.92,0,0,-17.92,17.92,0,-17.92,17.92,0,-17.92,17.92,0
1728658409000,-35.84,17.92,0,-17.92,35.84,0,-17.92,17.92,0,-17.92,17.92,0,-17.92,17.92,0,-53.76,35.84,0,-53.76,35.84,17.92,-35.84,53.76,17.92,-35.84,53.76,35.84,-53.76,89.6,35.84,-53.76,107.52,35.84,-17.92,125.44,17.92,-17.92,143.36,35.84,0,125.44,53.76,-17.92,107.52,71.68,-35.84,125.44,89.6,-17.92,107.52,89.6,17.92,107.52,53.76,35.84,107.52,35.84,35.84,71.68,17.92
1728658410000,35.84,71.68,35.84,35.84,53.76,35.84,17.92,35.84,35.84,17.92,17.92,17.92,35.84,0,17.92,17.92,0,17.92,0,-17.92,35.84,-35.84,-35.84,35.84,-35.84,-35.84,35.84,-53.76,-53.76,35.84,-53.76,-53.76,17.92,-53.76,-71.68,17.92,-53.76,-71.68,0,-35.84,-71.68,0,-35.84,-71.68,0,-35.84,-71.68,0,-17.92,-53.76,-17.92,-17.92,-53.76,-17.92,0,-53.76,-35.84,0,-35.84,-35.84
