Timestamp,gyro_x,gyro_y,gyro_z
1728658347900.0,0.0,0.0,0.0
1728658347950.0,0.0,0.0,0.0
1728658348000.0,0.0,0.0,0.0
1728658348050.0,0.0,0.0,0.0
1728658348100.0,0.0,0.0,0.0
1728658348150.0,0.0,0.0,0.0
1728658348200.0,0.0,0.0,0.0
1728658348250.0,0.0,0.0,0.0
1728658348300.0,0.0,0.0,0.0
1728658348350.0,0.0,0.0,0.0
1728658348400.0,0.0,0.0,0.0
1728658348450.0,0.0,0.0,0.0
1728658348500.0,0.0,0.0,0.0
1728658348550.0,0.0,0.0,0.0
1728658348600.0,0.0,0.0,0.0
1728658348650.0,0.0,0.0,0.0
1728658348700.0,0.0,0.0,0.0
1728658348750.0,0.0,0.0,0.0
1728658348800.0,0.0,0.0,0.0
1728658348850.0,0.0,0.0,0.0
1728658348900.0,0.0,0.0,0.0
1728658348950.0,0.0,0.0,0.0
1728658349000.0,0.0,0.0,0.0
1728658349050.0,0.0,0.0,0.0
1728658349100.0,0.0,0.0,0.0
1728658349150.0,0.0,0.0,0.0
1728658349200.0,0.0,0.0,0.0
1728658349250.0,0.0,0.0,0.0
1728658349300.0,0.0,0.0,0.0
1728658349350.0,0.0,0.0,0.0
1728658349400.0,0.0,0.0,0.0
1728658349450.0,0.0,0.0,0.0
1728658349500.0,0.0,0.0,0.0
1728658349550.0,0.0,0.0,0.0
1728658349600.0,0.0,0.0,0.0
1728658349650.0,0.0,0.0,0.0
1728658349700.0,0.0,0.0,0.0
1728658349750.0,0.0,0.0,0.0
1728658349800.0,0.0,0.0,0.0
1728658349850.0,0.0,0.0,0.0
1728658349900.0,0.0,0.0,0.0
1728658349950.0,0.0,0.0,0.0
1728658350000.0,0.0,0.0,0.0
1728658350050.0,0.0,0.0,0.0
1728658350100.0,0.0,0.0,0.0
1728658350150.0,0.0,0.0,0.0
1728658350200.0,0.0,0.0,0.0
1728658350250.0,0.0,0.0,0.0
1728658350300.0,0.0,0.0,0.0
1728658350350.0,-17.92,0.0,0.0
1728658350400.0,-17.92,0.0,-17.92
1728658350450.0,-17.92,0.0,-17.92
1728658350500.0,-35.84,0.0,-17.92
1728658350550.0,-35.84,17.92,-17.92
1728658350600.0,-35.84,17.92,-17.92
1728658350650.0,-53.76,17.92,-17.92
1728658350700.0,-53.76,17.92,0.0
1728658350750.0,-53.76,17.92,0.0
1728658350800.0,-35.84,17.92,0.0
1728658350850.0,-35.84,17.92,0.0
1728658350900.0,-35.84,17.92,0.0
1728658350950.0,-35.84,17.92,0.0
1728658351000.0,-35.84,17.92,0.0
1728658351050.0,-35.84,17.92,0.0
1728658351100.0,-35.84,17.92,0.0
1728658351150.0,-35.84,35.84,0.0
1728658351200.0,-35.84,35.84,17.92
1728658351250.0,-35.84,35.84,17.92
1728658351300.0,-35.84,17.92,17.92
1728658351350.0,-17.92,17.92,17.92
1728658351400.0,-17.92,17.92,17.92
1728658351450.0,-17.92,17.92,17.92
1728658351500.0,-17.92,0.0,35.84
1728658351550.0,-17.92,0.0,35.84
1728658351600.0,-17.92,-17.92,35.84
1728658351650.0,-17.92,-17.92,35.84
1728658351700.0,-17.92,-17.92,35.84
1728658351750.0,-17.92,-17.92,35.84
1728658351800.0,-17.92,-17.92,17.92
1728658351850.0,-17.92,0.0,35.84
1728658351900.0,-17.92,0.0,35.84
1728658351950.0,-17.92,0.0,35.84
1728658352000.0,-17.92,0.0,35.84
1728658352050.0,-17.92,0.0,35.84
1728658352100.0,-17.92,0.0,35.84
1728658352150.0,-17.92,0.0,35.84
1728658352200.0,-35.84,0.0,35.84
1728658352250.0,-35.84,0.0,17.92
1728658352300.0,-35.84,0.0,17.92
1728658352350.0,-35.84,17.92,17.92
1728658352400.0,-35.84,17.92,35.84
1728658352450.0,-35.84,0.0,35.84
1728658352500.0,-53.76,0.0,35.84
1728658352550.0,-53.76,0.0,35.84
1728658352600.0,-53.76,0.0,35.84
1728658352650.0,-53.76,0.0,35.84
1728658352700.0,-53.76,17.92,35.84
1728658352750.0,-53.76,17.92,35.84
1728658352800.0,-53.76,17.92,35.84
1728658352850.0,-53.76,0.0,35.84
1728658352900.0,-53.76,0.0,35.84
1728658352950.0,-53.76,0.0,35.84
1728658353000.0,-53.76,0.0,35.84
1728658353050.0,-35.84,0.0,35.84
1728658353100.0,-35.84,0.0,17.92
1728658353150.0,-35.84,0.0,17.92
1728658353200.0,-35.84,0.0,17.92
1728658353250.0,-35.84,0.0,17.92
1728658353300.0,-53.76,0.0,17.92
1728658353350.0,-53.76,17.92,17.92
1728658353400.0,-53.76,17.92,17.92
1728658353450.0,-53.76,17.92,0.0
1728658353500.0,-53.76,17.92,0.0
1728658353550.0,-35.84,17.92,0.0
1728658353600.0,-17.92,17.92,0.0
1728658353650.0,-17.92,17.92,0.0
1728658353700.0,-17.92,17.92,0.0
1728658353750.0,-35.84,35.84,0.0
1728658353800.0,-35.84,35.84,0.0
1728658353850.0,-35.84,53.76,0.0
1728658353900.0,-17.92,71.68,17.92
1728658353950.0,-17.92,71.68,0.0
1728658354000.0,0.0,71.68,0.0
1728658354050.0,0.0,71.68,17.92
1728658354100.0,0.0,89.6,17.92
1728658354150.0,17.92,89.6,17.92
1728658354200.0,17.92,89.6,17.92
1728658354250.0,35.84,89.6,17.92
1728658354300.0,35.84,89.6,0.0
1728658354350.0,53.76,107.52,0.0
1728658354400.0,53.76,107.52,0.0
1728658354450.0,53.76,89.6,0.0
1728658354500.0,53.76,89.6,17.92
1728658354550.0,53.76,89.6,0.0
1728658354600.0,35.84,71.68,0.0
1728658354650.0,53.76,53.76,0.0
1728658354700.0,53.76,35.84,0.0
1728658354750.0,35.84,35.84,0.0
1728658354800.0,35.84,35.84,0.0
1728658354850.0,17.92,17.92,17.92
1728658354900.0,17.92,17.92,0.0
1728658354950.0,0.0,0.0,0.0
1728658355000.0,0.0,0.0,17.92
1728658355050.0,-17.92,0.0,0.0
1728658355100.0,-17.92,0.0,0.0
1728658355150.0,0.0,0.0,0.0
1728658355200.0,0.0,0.0,0.0
1728658355250.0,17.92,0.0,-17.92
1728658355300.0,17.92,0.0,0.0
1728658355350.0,0.0,0.0,0.0
1728658355400.0,0.0,0.0,0.0
1728658355450.0,0.0,0.0,0.0
1728658355500.0,0.0,0.0,0.0
1728658355550.0,0.0,0.0,0.0
1728658355600.0,0.0,0.0,0.0
1728658355650.0,0.0,-17.92,0.0
1728658355700.0,0.0,-17.92,0.0
1728658355750.0,-17.92,-17.92,0.0
1728658355800.0,-17.92,-17.92,0.0
1728658355850.0,-17.92,-17.92,17.92
1728658355900.0,-17.92,-35.84,17.92
1728658355950.0,-17.92,-35.84,17.92
1728658356000.0,-17.92,-35.84,0.0
1728658356050.0,-17.92,-53.76,0.0
1728658356100.0,-17.92,-53.76,0.0
1728658356150.0,-17.92,-71.68,0.0
1728658356200.0,-17.92,-71.68,0.0
1728658356250.0,-17.92,-71.68,0.0
1728658356300.0,-17.92,-89.6,0.0
1728658356350.0,-17.92,-89.6,-17.92
1728658356400.0,-17.92,-89.6,-17.92
1728658356450.0,-17.92,-89.6,-17.92
1728658356500.0,-17.92,-71.68,-17.92
1728658356550.0,-17.92,-71.68,-17.92
1728658356600.0,-17.92,-71.68,-17.92
1728658356650.0,-17.92,-71.68,-17.92
1728658356700.0,-17.92,-71.68,-17.92
1728658356750.0,-17.92,-71.68,-17.92
1728658356800.0,-17.92,-71.68,-17.92
1728658356850.0,0.0,-53.76,-17.92
1728658356900.0,0.0,-53.76,-17.92
1728658356950.0,0.0,-53.76,-17.92
1728658357000.0,0.0,-35.84,-17.92
1728658357050.0,0.0,-35.84,-17.92
1728658357100.0,17.92,-17.92,-17.92
1728658357150.0,17.92,-17.92,-17.92
1728658357200.0,17.92,-17.92,-17.92
1728658357250.0,17.92,-17.92,0.0
1728658357300.0,17.92,-17.92,0.0
1728658357350.0,17.92,-17.92,0.0
1728658357400.0,0.0,-17.92,0.0
1728658357450.0,0.0,0.0,0.0
1728658357500.0,0.0,0.0,0.0
1728658357550.0,0.0,0.0,0.0
1728658357600.0,0.0,0.0,0.0
1728658357650.0,0.0,0.0,0.0
1728658357700.0,0.0,0.0,0.0
1728658357750.0,0.0,17.92,0.0
1728658357800.0,0.0,17.92,0.0
1728658357850.0,0.0,35.84,0.0
1728658357900.0,17.92,35.84,0.0
1728658357950.0,17.92,53.76,0.0
1728658358000.0,17.92,53.76,17.92
1728658358050.0,17.92,53.76,17.92
1728658358100.0,17.92,53.76,17.92
1728658358150.0,17.92,53.76,17.92
1728658358200.0,35.84,71.68,17.92
1728658358250.0,17.92,89.6,17.92
1728658358300.0,0.0,107.52,35.84
1728658358350.0,0.0,125.44,35.84
1728658358400.0,0.0,125.44,17.92
1728658358450.0,17.92,125.44,17.92
1728658358500.0,17.92,125.44,17.92
1728658358550.0,17.92,107.52,17.92
1728658358600.0,17.92,89.6,0.0
1728658358650.0,35.84,89.6,0.0
1728658358700.0,53.76,71.68,0.0
1728658358750.0,35.84,53.76,0.0
1728658358800.0,35.84,53.76,0.0
1728658358850.0,17.92,35.84,0.0
1728658358900.0,17.92,35.84,0.0
1728658358950.0,17.92,17.92,0.0
1728658359000.0,17.92,17.92,0.0
1728658359050.0,0.0,0.0,0.0
1728658359100.0,-17.92,0.0,0.0
1728658359150.0,-17.92,-17.92,0.0
1728658359200.0,-17.92,-35.84,0.0
1728658359250.0,-17.92,-53.76,0.0
1728658359300.0,-35.84,-53.76,0.0
1728658359350.0,-35.84,-71.68,0.0
1728658359400.0,-35.84,-89.6,-17.92
1728658359450.0,-35.84,-89.6,-17.92
1728658359500.0,-53.76,-107.52,-17.92
1728658359550.0,-35.84,-107.52,-17.92
1728658359600.0,-35.84,-125.44,-35.84
1728658359650.0,-17.92,-125.44,-35.84
1728658359700.0,-17.92,-125.44,-35.84
1728658359750.0,0.0,-125.44,-53.76
1728658359800.0,0.0,-125.44,-53.76
1728658359850.0,0.0,-107.52,-53.76
1728658359900.0,0.0,-89.6,-53.76
1728658359950.0,0.0,-71.68,-35.84
1728658360000.0,0.0,-71.68,-35.84
1728658360050.0,0.0,-53.76,-35.84
1728658360100.0,0.0,-53.76,-35.84
1728658360150.0,0.0,-35.84,-17.92
1728658360200.0,0.0,-35.84,-17.92
1728658360250.0,-17.92,-17.92,-17.92
1728658360300.0,-17.92,-17.92,0.0
1728658360350.0,-17.92,-17.92,0.0
1728658360400.0,-17.92,0.0,0.0
1728658360450.0,-17.92,0.0,0.0
1728658360500.0,-17.92,0.0,0.0
1728658360550.0,-17.92,0.0,0.0
1728658360600.0,-17.92,0.0,17.92
1728658360650.0,-17.92,0.0,17.92
1728658360700.0,0.0,17.92,17.92
1728658360750.0,0.0,17.92,17.92
1728658360800.0,0.0,17.92,0.0
1728658360850.0,0.0,17.92,0.0
1728658360900.0,0.0,0.0,0.0
1728658360950.0,0.0,0.0,0.0
1728658361000.0,0.0,0.0,0.0
1728658361050.0,17.92,17.92,0.0
1728658361100.0,0.0,17.92,0.0
1728658361150.0,0.0,17.92,0.0
1728658361200.0,0.0,0.0,0.0
1728658361250.0,0.0,0.0,0.0
1728658361300.0,0.0,0.0,0.0
1728658361350.0,0.0,0.0,0.0
1728658361400.0,-17.92,0.0,0.0
1728658361450.0,-17.92,0.0,0.0
1728658361500.0,-17.92,0.0,0.0
1728658361550.0,0.0,0.0,0.0
1728658361600.0,0.0,0.0,0.0
1728658361650.0,0.0,0.0,0.0
1728658361700.0,0.0,0.0,0.0
1728658361750.0,0.0,0.0,0.0
1728658361800.0,17.92,0.0,-17.92
1728658361850.0,35.84,0.0,-17.92
1728658361900.0,53.76,0.0,-17.92
1728658361950.0,53.76,0.0,-17.92
1728658362000.0,71.68,0.0,-17.92
1728658362050.0,53.76,0.0,-17.92
1728658362100.0,53.76,-17.92,-17.92
1728658362150.0,53.76,-17.92,-35.84
1728658362200.0,53.76,-17.92,-35.84
1728658362250.0,53.76,-17.92,-35.84
1728658362300.0,35.84,-17.92,-35.84
1728658362350.0,53.76,-17.92,-35.84
1728658362400.0,53.76,0.0,-35.84
1728658362450.0,71.68,0.0,-17.92
1728658362500.0,71.68,0.0,-17.92
1728658362550.0,71.68,-17.92,-17.92
1728658362600.0,71.68,-17.92,-17.92
1728658362650.0,89.6,-17.92,-17.92
1728658362700.0,89.6,0.0,-17.92
1728658362750.0,89.6,-17.92,-17.92
1728658362800.0,107.52,-17.92,-17.92
1728658362850.0,107.52,0.0,-17.92
1728658362900.0,107.52,0.0,-35.84
1728658362950.0,107.52,0.0,-35.84
1728658363000.0,107.52,17.92,-35.84
1728658363050.0,89.6,17.92,-35.84
1728658363100.0,89.6,17.92,-35.84
1728658363150.0,89.6,17.92,-35.84
1728658363200.0,89.6,0.0,-17.92
1728658363250.0,71.68,0.0,-17.92
1728658363300.0,71.68,0.0,-17.92
1728658363350.0,71.68,0.0,-17.92
1728658363400.0,53.76,-17.92,-17.92
1728658363450.0,35.84,-17.92,-17.92
1728658363500.0,17.92,-17.92,0.0
1728658363550.0,17.92,-17.92,0.0
1728658363600.0,35.84,0.0,-17.92
1728658363650.0,35.84,17.92,-17.92
1728658363700.0,17.92,17.92,-17.92
1728658363750.0,35.84,17.92,-17.92
1728658363800.0,17.92,17.92,-17.92
1728658363850.0,17.92,17.92,-17.92
1728658363900.0,17.92,17.92,-17.92
1728658363950.0,0.0,0.0,0.0
1728658364000.0,0.0,0.0,0.0
1728658364050.0,-17.92,0.0,0.0
1728658364100.0,0.0,-17.92,0.0
1728658364150.0,-17.92,-17.92,-17.92
1728658364200.0,-17.92,-17.92,0.0
1728658364250.0,-17.92,-35.84,17.92
1728658364300.0,0.0,-17.92,0.0
1728658364350.0,-17.92,-17.92,0.0
1728658364400.0,0.0,0.0,17.92
1728658364450.0,0.0,0.0,0.0
1728658364500.0,17.92,-17.92,0.0
1728658364550.0,17.92,0.0,0.0
1728658364600.0,17.92,0.0,0.0
1728658364650.0,17.92,0.0,0.0
1728658364700.0,17.92,17.92,0.0
1728658364750.0,17.92,0.0,0.0
1728658364800.0,17.92,0.0,0.0
1728658364850.0,17.92,0.0,0.0
1728658364900.0,17.92,-17.92,-17.92
1728658364950.0,17.92,-35.84,-17.92
1728658365000.0,53.76,-35.84,-17.92
1728658365050.0,17.92,0.0,0.0
1728658365100.0,0.0,35.84,-17.92
1728658365150.0,0.0,35.84,0.0
1728658365200.0,0.0,35.84,0.0
1728658365250.0,0.0,35.84,0.0
1728658365300.0,-17.92,17.92,0.0
1728658365350.0,-17.92,17.92,0.0
1728658365400.0,-17.92,0.0,0.0
1728658365450.0,-17.92,0.0,0.0
1728658365500.0,0.0,-17.92,0.0
1728658365550.0,0.0,-35.84,0.0
1728658365600.0,0.0,-35.84,0.0
1728658365650.0,0.0,-71.68,17.92
1728658365700.0,0.0,-71.68,17.92
1728658365750.0,0.0,-53.76,17.92
1728658365800.0,17.92,0.0,17.92
1728658365850.0,17.92,0.0,17.92
1728658365900.0,17.92,0.0,17.92
1728658365950.0,35.84,17.92,17.92
1728658366000.0,35.84,17.92,0.0
1728658366050.0,53.76,35.84,0.0
1728658366100.0,53.76,35.84,-17.92
1728658366150.0,53.76,17.92,-17.92
1728658366200.0,53.76,17.92,-17.92
1728658366250.0,35.84,17.92,-17.92
1728658366300.0,35.84,0.0,-17.92
1728658366350.0,35.84,0.0,-17.92
1728658366400.0,35.84,0.0,-17.92
1728658366450.0,17.92,-17.92,0.0
1728658366500.0,0.0,0.0,0.0
1728658366550.0,0.0,0.0,-17.92
1728658366600.0,0.0,0.0,-17.92
1728658366650.0,17.92,17.92,0.0
1728658366700.0,17.92,17.92,0.0
1728658366750.0,0.0,17.92,0.0
1728658366800.0,0.0,17.92,0.0
1728658366850.0,0.0,17.92,0.0
1728658366900.0,0.0,17.92,0.0
1728658366950.0,0.0,17.92,0.0
1728658367000.0,0.0,17.92,0.0
1728658367050.0,0.0,17.92,0.0
1728658367100.0,-17.92,0.0,0.0
1728658367150.0,-17.92,0.0,0.0
1728658367200.0,-17.92,0.0,0.0
1728658367250.0,-17.92,0.0,0.0
1728658367300.0,-17.92,-17.92,0.0
1728658367350.0,0.0,-17.92,0.0
1728658367400.0,17.92,-17.92,0.0
1728658367450.0,0.0,0.0,0.0
1728658367500.0,-17.92,0.0,0.0
1728658367550.0,0.0,0.0,0.0
1728658367600.0,17.92,0.0,0.0
1728658367650.0,17.92,0.0,-17.92
1728658367700.0,35.84,0.0,-17.92
1728658367750.0,35.84,0.0,-17.92
1728658367800.0,35.84,17.92,-17.92
1728658367850.0,53.76,17.92,-17.92
1728658367900.0,53.76,17.92,-17.92
1728658367950.0,53.76,17.92,-17.92
1728658368000.0,53.76,0.0,-17.92
1728658368050.0,53.76,0.0,-17.92
1728658368100.0,53.76,0.0,-17.92
1728658368150.0,53.76,0.0,-17.92
1728658368200.0,53.76,0.0,-35.84
1728658368250.0,35.84,0.0,-35.84
1728658368300.0,17.92,0.0,0.0
1728658368350.0,0.0,17.92,0.0
1728658368400.0,17.92,17.92,0.0
1728658368450.0,17.92,17.92,0.0
1728658368500.0,17.92,17.92,0.0
1728658368550.0,17.92,17.92,0.0
1728658368600.0,17.92,17.92,0.0
1728658368650.0,17.92,17.92,0.0
1728658368700.0,0.0,0.0,0.0
1728658368750.0,0.0,0.0,0.0
1728658368800.0,0.0,0.0,0.0
1728658368850.0,0.0,0.0,0.0
1728658368900.0,0.0,0.0,0.0
1728658368950.0,0.0,0.0,17.92
1728658369000.0,0.0,0.0,17.92
1728658369050.0,-17.92,0.0,0.0
1728658369100.0,-17.92,0.0,0.0
1728658369150.0,0.0,0.0,0.0
1728658369200.0,0.0,0.0,0.0
1728658369250.0,0.0,0.0,0.0
1728658369300.0,0.0,0.0,0.0
1728658369350.0,0.0,0.0,0.0
1728658369400.0,0.0,0.0,0.0
1728658369450.0,0.0,0.0,0.0
1728658369500.0,0.0,0.0,0.0
1728658369550.0,0.0,0.0,0.0
1728658369600.0,0.0,0.0,0.0
1728658369650.0,0.0,0.0,0.0
1728658369700.0,0.0,0.0,0.0
1728658369750.0,0.0,0.0,0.0
1728658369800.0,0.0,0.0,0.0
1728658369850.0,0.0,0.0,0.0
1728658369900.0,0.0,0.0,0.0
1728658369950.0,0.0,0.0,0.0
1728658370000.0,0.0,0.0,0.0
1728658370050.0,0.0,0.0,0.0
1728658370100.0,0.0,0.0,0.0
1728658370150.0,0.0,0.0,0.0
1728658370200.0,-17.92,0.0,0.0
1728658370250.0,0.0,0.0,0.0
1728658370300.0,0.0,0.0,0.0
1728658370350.0,0.0,0.0,0.0
1728658370400.0,-17.92,0.0,0.0
1728658370450.0,-17.92,0.0,0.0
1728658370500.0,-17.92,0.0,0.0
1728658370550.0,-17.92,0.0,0.0
1728658370600.0,-17.92,0.0,0.0
1728658370650.0,-17.92,0.0,0.0
1728658370700.0,-17.92,0.0,0.0
1728658370750.0,-17.92,0.0,0.0
1728658370800.0,0.0,0.0,0.0
1728658370850.0,0.0,0.0,0.0
1728658370900.0,0.0,0.0,0.0
1728658370950.0,0.0,0.0,0.0
1728658371000.0,0.0,0.0,0.0
1728658371050.0,0.0,0.0,0.0
1728658371100.0,0.0,0.0,0.0
1728658371150.0,0.0,0.0,0.0
1728658371200.0,-17.92,0.0,0.0
1728658371250.0,-17.92,0.0,0.0
1728658371300.0,-17.92,0.0,17.92
1728658371350.0,-17.92,0.0,17.92
1728658371400.0,-17.92,0.0,0.0
1728658371450.0,-17.92,0.0,0.0
1728658371500.0,-17.92,0.0,0.0
1728658371550.0,-17.92,17.92,0.0
1728658371600.0,-17.92,0.0,0.0
1728658371650.0,0.0,17.92,0.0
1728658371700.0,0.0,17.92,0.0
1728658371750.0,0.0,17.92,0.0
1728658371800.0,17.92,17.92,0.0
1728658371850.0,17.92,17.92,0.0
1728658371900.0,0.0,17.92,0.0
1728658371950.0,17.92,17.92,0.0
1728658372000.0,0.0,17.92,0.0
1728658372050.0,0.0,17.92,0.0
1728658372100.0,-17.92,0.0,0.0
1728658372150.0,-17.92,0.0,0.0
1728658372200.0,-17.92,0.0,17.92
1728658372250.0,-17.92,-17.92,0.0
1728658372300.0,-17.92,-17.92,0.0
1728658372350.0,0.0,0.0,0.0
1728658372400.0,0.0,-17.92,0.0
1728658372450.0,0.0,-17.92,0.0
1728658372500.0,0.0,-17.92,0.0
1728658372550.0,-17.92,-17.92,0.0
1728658372600.0,-17.92,-17.92,0.0
1728658372650.0,-17.92,0.0,0.0
1728658372700.0,-17.92,-17.92,0.0
1728658372750.0,0.0,0.0,0.0
1728658372800.0,0.0,0.0,0.0
1728658372850.0,0.0,0.0,0.0
