nothing_prob,throw_prob,swing_prob
0.9999832,1.0498054e-05,6.3141165e-06
0.99998975,4.984176e-06,5.2217924e-06
0.99989533,8.226295e-05,2.2359094e-05
0.99988747,9.483541e-05,1.7631495e-05
0.9999409,8.308553e-06,5.0825533e-05
0.9999703,5.9962917e-06,2.3740777e-05
0.99984825,2.5366962e-05,0.00012638638
0.9964876,0.00029643218,0.003216
0.9999943,3.946395e-06,1.7562766e-06
0.99998796,6.5786726e-06,5.4876423e-06
0.9475959,0.041234314,0.011169775
0.79165787,0.20452204,0.0038201688
1.0,3.2988584e-08,3.3310283e-08
1.0,1.5026095e-12,1.2067016e-12
1.0,9.235014e-10,1.2200017e-08
0.99610573,0.0031144691,0.0007797632
0.99972624,1.9130486e-05,0.00025461183
0.99436957,0.0054422272,0.00018824522
1.0,2.8466643e-12,7.738469e-11
0.9991009,0.0008566573,4.236883e-05
0.99932337,0.00021203217,0.00046455322
0.99999845,1.4812557e-06,1.2125838e-07
0.99893683,0.00016706962,0.0008960634
0.9899559,0.00069103955,0.009353087
1.0,1.9792742e-10,1.0667048e-09
1.0,2.4688685e-13,2.7883148e-13
0.99997234,1.21527155e-05,1.5516413e-05
0.9999999,6.573815e-08,2.9727252e-08
1.0,2.0522344e-15,1.1734392e-15
1.0,5.38067e-09,1.1364642e-08
1.0,1.195332e-13,2.9367234e-13
1.0,7.0224625e-11,2.860628e-10
0.99998856,2.5933298e-06,8.793861e-06
0.99999905,3.0692513e-07,5.676652e-07
1.0,2.024105e-15,1.16203595e-14
1.0,2.719755e-11,6.109769e-11
1.0,5.5817273e-10,2.9665656e-10
1.0,3.2104324e-13,4.3955798e-13
0.9999995,5.142428e-07,1.6727872e-08
0.99994934,2.3563865e-05,2.7007525e-05
1.0,5.380492e-10,4.4455006e-10
1.0,1.2856821e-15,2.0769644e-15
0.9999999,5.2540337e-08,8.336689e-08
1.0,1.3959782e-11,5.9734634e-11
1.0,2.4252007e-14,1.2241453e-13
1.0,2.0493733e-13,5.1971177e-14
0.99999774,1.7700844e-06,5.2034574e-07
0.99996924,2.9279367e-05,1.4129153e-06
0.99998426,1.0737624e-05,5.0623576e-06
1.0,5.5405e-13,4.0572853e-12
1.0,4.2644558e-13,2.1515709e-13
1.0,1.5927428e-08,2.90828e-08
1.0,1.0976077e-13,6.378524e-13
1.0,2.1341034e-12,1.21474514e-11
1.0,8.4717094e-11,6.5951966e-10
0.99996495,5.470132e-06,2.957176e-05
0.99999845,7.147798e-07,8.791462e-07
0.9985605,0.001316542,0.00012292124
0.99999976,1.4909735e-07,1.2158509e-07
0.9999428,1.8460774e-05,3.8735787e-05
0.9999701,2.0320565e-05,9.602755e-06
0.99915683,0.00054729095,0.00029585464
0.99999845,1.1861543e-06,3.3430132e-07
0.99997056,1.409947e-05,1.5427573e-05
0.99999833,7.0225525e-07,9.445201e-07
0.99997604,6.370369e-06,1.7626113e-05
0.99994874,4.9131188e-05,2.2023562e-06
0.9999995,1.8652192e-07,2.3527815e-07
0.99998915,6.7306314e-06,4.192789e-06
0.9999995,3.4373568e-07,1.2652133e-07
0.9999938,2.2066836e-06,3.970096e-06
0.99988425,2.5241952e-05,9.047495e-05
0.99997413,1.781376e-05,8.057619e-06
0.9999993,1.2777844e-08,7.521701e-07
1.0,3.461312e-11,2.6488424e-08
0.99973875,5.3664033e-05,0.0002075568
0.9998274,0.00016056318,1.1986942e-05
0.99797803,0.0013752361,0.00064667466
1.0,2.2654512e-11,8.668347e-10
0.9998821,1.6231412e-05,0.0001017103
1.0,7.199991e-10,9.498981e-11
